!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R07965,-414.2,14.1,8.5,0.1,298.15,
R07966,-415.1,14.1,8.5,0.1,298.15,
R07967,-414.2,14.1,8.5,0.1,298.15,
R07968,-415.1,14.1,8.5,0.1,298.15,
R07969,,,8.5,0.1,298.15,uncertainty is too high
R07970,,,8.5,0.1,298.15,uncertainty is too high
R07971,-410.4,18.5,8.5,0.1,298.15,
R07972,-411.4,18.5,8.5,0.1,298.15,
R07973,-410.4,15.1,8.5,0.1,298.15,
R07974,-411.4,15.1,8.5,0.1,298.15,
R07975,,,8.5,0.1,298.15,uncertainty is too high
R07976,,,8.5,0.1,298.15,uncertainty is too high
R07977,-115.9,19.7,8.5,0.1,298.15,
R07978,-124.8,19.7,8.5,0.1,298.15,
R07979,-115.9,17.5,8.5,0.1,298.15,
R07980,-67.2,22.5,8.5,0.1,298.15,
R07981,-157.4,26.7,8.5,0.1,298.15,
R07982,-57.3,30.6,8.5,0.1,298.15,
R07983,-397.1,11.8,8.5,0.1,298.15,
R07984,89.3,10.8,8.5,0.1,298.15,
R07985,-14.5,6.2,8.5,0.1,298.15,
R07986,-7.7,9.2,8.5,0.1,298.15,
R07987,,,8.5,0.1,298.15,uncertainty is too high
R07988,,,8.5,0.1,298.15,uncertainty is too high
R07989,,,8.5,0.1,298.15,uncertainty is too high
R07990,,,8.5,0.1,298.15,uncertainty is too high
R07991,,,8.5,0.1,298.15,uncertainty is too high
R07992,,,8.5,0.1,298.15,uncertainty is too high
R07993,-461.0,40.1,8.5,0.1,298.15,
R07994,-204.3,31.7,8.5,0.1,298.15,
R07995,-96.5,39.6,8.5,0.1,298.15,
R07996,-460.8,40.1,8.5,0.1,298.15,
R07997,-460.8,47.4,8.5,0.1,298.15,
R07998,-7.0,38.8,8.5,0.1,298.15,
R07999,-7.1,46.2,8.5,0.1,298.15,
R08000,-80.6,38.8,8.5,0.1,298.15,
R08001,-80.7,46.2,8.5,0.1,298.15,
R08002,-435.2,43.1,8.5,0.1,298.15,
R08003,,,8.5,0.1,298.15,uncertainty is too high
R08004,,,8.5,0.1,298.15,uncertainty is too high
R08005,,,8.5,0.1,298.15,uncertainty is too high
R08006,,,8.5,0.1,298.15,uncertainty is too high
R08007,,,8.5,0.1,298.15,uncertainty is too high
R08008,,,8.5,0.1,298.15,uncertainty is too high
R08009,,,8.5,0.1,298.15,uncertainty is too high
R08010,,,8.5,0.1,298.15,uncertainty is too high
R08011,-206.0,57.6,8.5,0.1,298.15,
R08012,106.9,50.3,8.5,0.1,298.15,
R08013,,,8.5,0.1,298.15,uncertainty is too high
R08014,,,8.5,0.1,298.15,uncertainty is too high
R08015,,,8.5,0.1,298.15,uncertainty is too high
R08016,,,8.5,0.1,298.15,uncertainty is too high
R08017,,,8.5,0.1,298.15,uncertainty is too high
R08018,,,8.5,0.1,298.15,uncertainty is too high
R08019,,,8.5,0.1,298.15,uncertainty is too high
R08020,,,8.5,0.1,298.15,uncertainty is too high
R08021,-64.9,46.1,8.5,0.1,298.15,
R08022,-21.8,56.3,8.5,0.1,298.15,
R08023,,,8.5,0.1,298.15,uncertainty is too high
R08024,,,8.5,0.1,298.15,uncertainty is too high
R08026,-97.8,46.4,8.5,0.1,298.15,
R08027,,,8.5,0.1,298.15,uncertainty is too high
R08028,-36.9,39.6,8.5,0.1,298.15,
R08029,110.0,35.5,8.5,0.1,298.15,
R08030,,,8.5,0.1,298.15,uncertainty is too high
R08031,,,8.5,0.1,298.15,uncertainty is too high
R08032,-435.2,43.2,8.5,0.1,298.15,
R08033,,,8.5,0.1,298.15,uncertainty is too high
R08034,,,8.5,0.1,298.15,uncertainty is too high
R08035,,,8.5,0.1,298.15,uncertainty is too high
R08036,,,8.5,0.1,298.15,uncertainty is too high
R08037,,,8.5,0.1,298.15,uncertainty is too high
R08038,,,8.5,0.1,298.15,uncertainty is too high
R08040,-801.0,25.2,8.5,0.1,298.15,
R08041,408.7,16.6,8.5,0.1,298.15,
R08042,,,8.5,0.1,298.15,uncertainty is too high
R08043,,,8.5,0.1,298.15,uncertainty is too high
R08044,,,8.5,0.1,298.15,uncertainty is too high
R08045,,,8.5,0.1,298.15,uncertainty is too high
R08046,,,8.5,0.1,298.15,uncertainty is too high
R08047,,,8.5,0.1,298.15,uncertainty is too high
R08048,,,8.5,0.1,298.15,uncertainty is too high
R08049,,,8.5,0.1,298.15,uncertainty is too high
R08050,-460.8,35.5,8.5,0.1,298.15,
R08051,-54.4,8.6,8.5,0.1,298.15,
R08052,-57.0,8.8,8.5,0.1,298.15,
R08053,,,8.5,0.1,298.15,uncertainty is too high
R08054,,,8.5,0.1,298.15,uncertainty is too high
R08055,,,8.5,0.1,298.15,uncertainty is too high
R08056,-42.0,6.5,8.5,0.1,298.15,
R08057,37.1,19.7,8.5,0.1,298.15,
R08058,-21.8,6.5,8.5,0.1,298.15,
R08059,9.6,6.6,8.5,0.1,298.15,
R08060,,,8.5,0.1,298.15,uncertainty is too high
R08061,-36.5,19.3,8.5,0.1,298.15,
R08062,-35.2,18.1,8.5,0.1,298.15,
R08063,-36.5,18.3,8.5,0.1,298.15,
R08064,-35.2,17.2,8.5,0.1,298.15,
R08065,22.0,15.7,8.5,0.1,298.15,
R08066,,,8.5,0.1,298.15,uncertainty is too high
R08067,22.0,16.2,8.5,0.1,298.15,
R08068,,,8.5,0.1,298.15,uncertainty is too high
R08069,-13.6,17.9,8.5,0.1,298.15,
R08070,-13.7,17.1,8.5,0.1,298.15,
R08071,-13.6,15.3,8.5,0.1,298.15,
R08072,2.3,17.6,8.5,0.1,298.15,
R08073,2.3,16.9,8.5,0.1,298.15,
R08074,2.3,15.6,8.5,0.1,298.15,
R08075,-20.0,16.9,8.5,0.1,298.15,
R08076,-27.1,16.2,8.5,0.1,298.15,
R08077,,,8.5,0.1,298.15,uncertainty is too high
R08078,,,8.5,0.1,298.15,uncertainty is too high
R08079,-13.7,17.1,8.5,0.1,298.15,
R08080,2.3,16.9,8.5,0.1,298.15,
R08081,,,8.5,0.1,298.15,uncertainty is too high
R08082,,,8.5,0.1,298.15,uncertainty is too high
R08083,15.5,18.2,8.5,0.1,298.15,
R08084,15.5,14.2,8.5,0.1,298.15,
R08085,15.5,14.2,8.5,0.1,298.15,
R08086,-54.0,18.0,8.5,0.1,298.15,
R08087,-54.0,13.9,8.5,0.1,298.15,
R08088,-15.9,13.5,8.5,0.1,298.15,
R08089,,,8.5,0.1,298.15,uncertainty is too high
R08090,-1.1,36.5,8.5,0.1,298.15,
R08091,-32.0,36.0,8.5,0.1,298.15,
R08092,54.8,36.7,8.5,0.1,298.15,
R08093,-0.6,36.1,8.5,0.1,298.15,
R08094,12.0,35.2,8.5,0.1,298.15,
R08095,-32.0,35.1,8.5,0.1,298.15,
R08096,-54.0,13.9,8.5,0.1,298.15,
R08097,34.1,17.8,8.5,0.1,298.15,
R08098,0.0,40.6,8.5,0.1,298.15,
R08099,0.0,18.8,8.5,0.1,298.15,
R08100,,,8.5,0.1,298.15,uncertainty is too high
R08101,,,8.5,0.1,298.15,uncertainty is too high
R08102,,,8.5,0.1,298.15,uncertainty is too high
R08103,,,8.5,0.1,298.15,uncertainty is too high
R08104,,,8.5,0.1,298.15,uncertainty is too high
R08105,,,8.5,0.1,298.15,uncertainty is too high
R08106,,,8.5,0.1,298.15,uncertainty is too high
R08108,,,8.5,0.1,298.15,uncertainty is too high
R08109,,,8.5,0.1,298.15,uncertainty is too high
R08110,,,8.5,0.1,298.15,uncertainty is too high
R08111,,,8.5,0.1,298.15,uncertainty is too high
R08112,,,8.5,0.1,298.15,uncertainty is too high
R08113,,,8.5,0.1,298.15,uncertainty is too high
R08114,,,8.5,0.1,298.15,uncertainty is too high
R08115,,,8.5,0.1,298.15,uncertainty is too high
R08116,,,8.5,0.1,298.15,uncertainty is too high
R08117,-21.0,10.1,8.5,0.1,298.15,
R08118,,,8.5,0.1,298.15,uncertainty is too high
R08119,,,8.5,0.1,298.15,uncertainty is too high
R08120,,,8.5,0.1,298.15,uncertainty is too high
R08121,,,8.5,0.1,298.15,uncertainty is too high
R08122,,,8.5,0.1,298.15,uncertainty is too high
R08123,,,8.5,0.1,298.15,uncertainty is too high
R08124,-20.5,17.2,8.5,0.1,298.15,
R08126,,,8.5,0.1,298.15,uncertainty is too high
R08127,,,8.5,0.1,298.15,uncertainty is too high
R08128,,,8.5,0.1,298.15,uncertainty is too high
R08129,-231.6,47.0,8.5,0.1,298.15,
R08130,,,8.5,0.1,298.15,uncertainty is too high
R08131,,,8.5,0.1,298.15,uncertainty is too high
R08132,,,8.5,0.1,298.15,uncertainty is too high
R08133,,,8.5,0.1,298.15,uncertainty is too high
R08134,,,8.5,0.1,298.15,uncertainty is too high
R08135,,,8.5,0.1,298.15,uncertainty is too high
R08136,,,8.5,0.1,298.15,uncertainty is too high
R08137,,,8.5,0.1,298.15,uncertainty is too high
R08138,,,8.5,0.1,298.15,uncertainty is too high
R08139,,,8.5,0.1,298.15,uncertainty is too high
R08140,,,8.5,0.1,298.15,uncertainty is too high
R08141,,,8.5,0.1,298.15,uncertainty is too high
R08142,,,8.5,0.1,298.15,uncertainty is too high
R08143,,,8.5,0.1,298.15,uncertainty is too high
R08144,,,8.5,0.1,298.15,uncertainty is too high
R08145,,,8.5,0.1,298.15,uncertainty is too high
R08146,,,8.5,0.1,298.15,uncertainty is too high
R08147,175.9,27.7,8.5,0.1,298.15,
R08148,-410.6,28.5,8.5,0.1,298.15,
R08149,-14.2,27.0,8.5,0.1,298.15,
R08150,-14.2,23.3,8.5,0.1,298.15,
R08151,,,8.5,0.1,298.15,uncertainty is too high
R08152,17.7,22.7,8.5,0.1,298.15,
R08153,17.7,25.4,8.5,0.1,298.15,
R08154,-15.4,24.5,8.5,0.1,298.15,
R08155,-157.1,27.0,8.5,0.1,298.15,
R08156,-180.0,25.2,8.5,0.1,298.15,
R08157,,,8.5,0.1,298.15,uncertainty is too high
R08158,,,8.5,0.1,298.15,uncertainty is too high
R08159,,,8.5,0.1,298.15,uncertainty is too high
R08160,,,8.5,0.1,298.15,uncertainty is too high
R08161,,,8.5,0.1,298.15,uncertainty is too high
R08162,,,8.5,0.1,298.15,uncertainty is too high
R08163,,,8.5,0.1,298.15,uncertainty is too high
R08164,,,8.5,0.1,298.15,uncertainty is too high
R08165,35.3,11.7,8.5,0.1,298.15,
R08166,-127.0,30.1,8.5,0.1,298.15,
R08167,,,8.5,0.1,298.15,uncertainty is too high
R08168,,,8.5,0.1,298.15,uncertainty is too high
R08170,,,8.5,0.1,298.15,uncertainty is too high
R08171,,,8.5,0.1,298.15,uncertainty is too high
R08172,,,8.5,0.1,298.15,uncertainty is too high
R08173,,,8.5,0.1,298.15,uncertainty is too high
R08174,-34.1,41.6,8.5,0.1,298.15,
R08175,-34.1,43.8,8.5,0.1,298.15,
R08176,-34.1,42.7,8.5,0.1,298.15,
R08177,-28.9,44.4,8.5,0.1,298.15,
R08178,-34.1,46.5,8.5,0.1,298.15,
R08179,-34.1,53.5,8.5,0.1,298.15,
R08180,-34.1,58.1,8.5,0.1,298.15,
R08181,-34.1,46.5,8.5,0.1,298.15,
R08182,-34.1,48.2,8.5,0.1,298.15,
R08183,-33.8,50.0,8.5,0.1,298.15,
R08184,-34.1,46.0,8.5,0.1,298.15,
R08185,-34.1,48.3,8.5,0.1,298.15,
R08186,-34.1,44.7,8.5,0.1,298.15,
R08187,-34.1,46.9,8.5,0.1,298.15,
R08188,-34.1,49.1,8.5,0.1,298.15,
R08189,-34.1,55.1,8.5,0.1,298.15,
R08190,-34.1,46.3,8.5,0.1,298.15,
R08191,-34.1,52.4,8.5,0.1,298.15,
R08192,-34.1,48.2,8.5,0.1,298.15,
R08193,7.3,3.6,8.5,0.1,298.15,
R08194,-1.2,5.7,8.5,0.1,298.15,
R08195,-2.1,4.3,8.5,0.1,298.15,
R08196,-2.1,4.3,8.5,0.1,298.15,
R08197,2.6,9.8,8.5,0.1,298.15,
R08198,14.0,3.6,8.5,0.1,298.15,
R08199,-29.1,6.8,8.5,0.1,298.15,
R08200,-72.5,5.9,8.5,0.1,298.15,
R08201,-13.6,5.4,8.5,0.1,298.15,
R08203,,,8.5,0.1,298.15,uncertainty is too high
R08204,,,8.5,0.1,298.15,uncertainty is too high
R08205,-350.5,16.0,8.5,0.1,298.15,
R08206,,,8.5,0.1,298.15,uncertainty is too high
R08207,,,8.5,0.1,298.15,uncertainty is too high
R08208,,,8.5,0.1,298.15,uncertainty is too high
R08209,52.9,3.6,8.5,0.1,298.15,
R08210,57.8,3.6,8.5,0.1,298.15,
R08211,,,8.5,0.1,298.15,uncertainty is too high
R08212,-292.0,16.7,8.5,0.1,298.15,
R08213,-34.5,6.0,8.5,0.1,298.15,
R08214,3.1,9.5,8.5,0.1,298.15,
R08215,3.1,10.2,8.5,0.1,298.15,
R08217,203.1,20.9,8.5,0.1,298.15,
R08218,,,8.5,0.1,298.15,uncertainty is too high
R08219,,,8.5,0.1,298.15,uncertainty is too high
R08220,,,8.5,0.1,298.15,uncertainty is too high
R08221,-14.1,22.5,8.5,0.1,298.15,
R08222,8.9,22.0,8.5,0.1,298.15,
R08223,,,8.5,0.1,298.15,uncertainty is too high
R08224,,,8.5,0.1,298.15,uncertainty is too high
R08225,,,8.5,0.1,298.15,uncertainty is too high
R08226,,,8.5,0.1,298.15,uncertainty is too high
R08227,,,8.5,0.1,298.15,uncertainty is too high
R08228,,,8.5,0.1,298.15,uncertainty is too high
R08229,-14.9,21.8,8.5,0.1,298.15,
R08230,-9.5,21.6,8.5,0.1,298.15,
R08231,-31.1,21.8,8.5,0.1,298.15,
R08232,-20.3,22.4,8.5,0.1,298.15,
R08233,-20.3,23.0,8.5,0.1,298.15,
R08234,,,8.5,0.1,298.15,uncertainty is too high
R08235,,,8.5,0.1,298.15,uncertainty is too high
R08236,,,8.5,0.1,298.15,uncertainty is too high
R08237,,,8.5,0.1,298.15,uncertainty is too high
R08238,-31.0,22.3,8.5,0.1,298.15,
R08239,,,8.5,0.1,298.15,uncertainty is too high
R08240,,,8.5,0.1,298.15,uncertainty is too high
R08241,,,8.5,0.1,298.15,uncertainty is too high
R08242,,,8.5,0.1,298.15,uncertainty is too high
R08243,,,8.5,0.1,298.15,uncertainty is too high
R08244,,,8.5,0.1,298.15,uncertainty is too high
R08245,,,8.5,0.1,298.15,uncertainty is too high
R08246,,,8.5,0.1,298.15,uncertainty is too high
R08247,1.7,4.2,8.5,0.1,298.15,
R08248,,,8.5,0.1,298.15,uncertainty is too high
R08249,,,8.5,0.1,298.15,uncertainty is too high
R08250,,,8.5,0.1,298.15,uncertainty is too high
R08251,,,8.5,0.1,298.15,uncertainty is too high
R08252,143.7,13.3,8.5,0.1,298.15,
R08253,,,8.5,0.1,298.15,uncertainty is too high
R08254,,,8.5,0.1,298.15,uncertainty is too high
R08255,,,8.5,0.1,298.15,uncertainty is too high
R08256,,,8.5,0.1,298.15,uncertainty is too high
R08257,,,8.5,0.1,298.15,uncertainty is too high
R08258,,,8.5,0.1,298.15,uncertainty is too high
R08259,,,8.5,0.1,298.15,uncertainty is too high
R08260,,,8.5,0.1,298.15,uncertainty is too high
R08261,,,8.5,0.1,298.15,uncertainty is too high
R08262,,,8.5,0.1,298.15,uncertainty is too high
R08263,,,8.5,0.1,298.15,uncertainty is too high
R08264,,,8.5,0.1,298.15,uncertainty is too high
R08265,,,8.5,0.1,298.15,uncertainty is too high
R08266,,,8.5,0.1,298.15,uncertainty is too high
R08267,-435.2,45.3,8.5,0.1,298.15,
R08268,-144.9,39.8,8.5,0.1,298.15,
R08269,-144.9,38.3,8.5,0.1,298.15,
R08270,-435.1,38.8,8.5,0.1,298.15,
R08271,-389.8,46.0,8.5,0.1,298.15,
R08272,-134.7,37.2,8.5,0.1,298.15,
R08273,-34.1,48.3,8.5,0.1,298.15,
R08274,-389.8,39.7,8.5,0.1,298.15,
R08275,,,8.5,0.1,298.15,uncertainty is too high
R08276,,,8.5,0.1,298.15,uncertainty is too high
R08277,,,8.5,0.1,298.15,uncertainty is too high
R08278,,,8.5,0.1,298.15,uncertainty is too high
R08279,,,8.5,0.1,298.15,uncertainty is too high
R08280,,,8.5,0.1,298.15,uncertainty is too high
R08281,,,8.5,0.1,298.15,uncertainty is too high
R08282,,,8.5,0.1,298.15,uncertainty is too high
R08283,,,8.5,0.1,298.15,uncertainty is too high
R08284,,,8.5,0.1,298.15,uncertainty is too high
R08285,,,8.5,0.1,298.15,uncertainty is too high
R08286,,,8.5,0.1,298.15,uncertainty is too high
R08287,,,8.5,0.1,298.15,uncertainty is too high
R08288,,,8.5,0.1,298.15,uncertainty is too high
R08289,,,8.5,0.1,298.15,uncertainty is too high
R08290,,,8.5,0.1,298.15,uncertainty is too high
R08291,,,8.5,0.1,298.15,uncertainty is too high
R08292,,,8.5,0.1,298.15,uncertainty is too high
R08293,-250.4,23.2,8.5,0.1,298.15,
R08294,-434.9,32.0,8.5,0.1,298.15,
R08295,-8.7,21.1,8.5,0.1,298.15,
R08296,-239.1,19.8,8.5,0.1,298.15,
R08297,-250.4,23.7,8.5,0.1,298.15,
R08298,-204.3,23.3,8.5,0.1,298.15,
R08299,-20.9,14.6,8.5,0.1,298.15,
R08300,-8.2,30.1,8.5,0.1,298.15,
R08301,-204.2,15.9,8.5,0.1,298.15,
R08302,-482.5,13.1,8.5,0.1,298.15,
R08303,,,8.5,0.1,298.15,uncertainty is too high
R08304,,,8.5,0.1,298.15,uncertainty is too high
R08305,,,8.5,0.1,298.15,uncertainty is too high
R08306,,,8.5,0.1,298.15,uncertainty is too high
R08307,,,8.5,0.1,298.15,uncertainty is too high
R08308,,,8.5,0.1,298.15,uncertainty is too high
R08309,,,8.5,0.1,298.15,uncertainty is too high
R08310,,,8.5,0.1,298.15,uncertainty is too high
R08311,,,8.5,0.1,298.15,uncertainty is too high
R08312,,,8.5,0.1,298.15,uncertainty is too high
R08313,-435.1,44.7,8.5,0.1,298.15,
R08314,,,8.5,0.1,298.15,uncertainty is too high
R08315,-204.4,47.4,8.5,0.1,298.15,
R08316,-144.1,43.9,8.5,0.1,298.15,
R08317,-204.5,44.3,8.5,0.1,298.15,
R08318,19.0,46.6,8.5,0.1,298.15,
R08319,-101.6,43.1,8.5,0.1,298.15,
R08320,-204.4,47.4,8.5,0.1,298.15,
R08321,74.9,43.7,8.5,0.1,298.15,
R08322,-170.3,44.0,8.5,0.1,298.15,
R08323,-22.7,15.7,8.5,0.1,298.15,
R08324,-16.6,8.8,8.5,0.1,298.15,
R08325,-389.8,10.0,8.5,0.1,298.15,
R08326,-387.7,10.0,8.5,0.1,298.15,
R08327,-389.8,10.0,8.5,0.1,298.15,
R08328,-2.8,9.5,8.5,0.1,298.15,
R08329,-22.0,9.9,8.5,0.1,298.15,
R08330,-60.6,7.7,8.5,0.1,298.15,
R08331,-40.4,3.9,8.5,0.1,298.15,
R08332,-35.6,8.0,8.5,0.1,298.15,
R08333,-369.1,7.0,8.5,0.1,298.15,
R08334,-326.7,7.5,8.5,0.1,298.15,
R08335,-60.6,7.7,8.5,0.1,298.15,
R08336,-22.0,8.8,8.5,0.1,298.15,
R08337,-18.1,8.6,8.5,0.1,298.15,
R08338,-137.2,8.3,8.5,0.1,298.15,
R08339,,,8.5,0.1,298.15,uncertainty is too high
R08340,,,8.5,0.1,298.15,uncertainty is too high
R08341,-145.7,33.0,8.5,0.1,298.15,
R08342,-134.5,29.9,8.5,0.1,298.15,
R08343,,,8.5,0.1,298.15,uncertainty is too high
R08344,,,8.5,0.1,298.15,uncertainty is too high
R08345,,,8.5,0.1,298.15,uncertainty is too high
R08346,,,8.5,0.1,298.15,uncertainty is too high
R08347,,,8.5,0.1,298.15,uncertainty is too high
R08348,,,8.5,0.1,298.15,uncertainty is too high
R08349,,,8.5,0.1,298.15,uncertainty is too high
R08350,-2.6,49.3,8.5,0.1,298.15,
R08351,-2.6,49.7,8.5,0.1,298.15,
R08352,-28.8,34.8,8.5,0.1,298.15,
R08353,-29.3,45.1,8.5,0.1,298.15,
R08354,-29.6,21.8,8.5,0.1,298.15,
R08355,-31.3,34.7,8.5,0.1,298.15,
R08356,118.3,89.1,8.5,0.1,298.15,
R08357,90.3,78.4,8.5,0.1,298.15,
R08358,,,8.5,0.1,298.15,uncertainty is too high
R08359,,,8.5,0.1,298.15,uncertainty is too high
R08360,,,8.5,0.1,298.15,uncertainty is too high
R08361,,,8.5,0.1,298.15,uncertainty is too high
R08362,,,8.5,0.1,298.15,uncertainty is too high
R08363,,,8.5,0.1,298.15,uncertainty is too high
R08364,,,8.5,0.1,298.15,uncertainty is too high
R08365,10.0,5.3,8.5,0.1,298.15,
R08366,,,8.5,0.1,298.15,uncertainty is too high
R08367,,,8.5,0.1,298.15,uncertainty is too high
R08368,14.9,14.9,8.5,0.1,298.15,
R08369,,,8.5,0.1,298.15,uncertainty is too high
R08370,-187.6,28.8,8.5,0.1,298.15,
R08371,-1996.9,72.6,8.5,0.1,298.15,
R08372,,,8.5,0.1,298.15,uncertainty is too high
R08373,-296.9,30.9,8.5,0.1,298.15,
R08374,-35.4,25.9,8.5,0.1,298.15,
R08375,22.0,45.6,8.5,0.1,298.15,
R08376,,,8.5,0.1,298.15,uncertainty is too high
R08377,,,8.5,0.1,298.15,uncertainty is too high
R08378,,,8.5,0.1,298.15,uncertainty is too high
R08379,3.8,3.4,8.5,0.1,298.15,
R08380,24.6,43.4,8.5,0.1,298.15,
R08381,-6.2,42.3,8.5,0.1,298.15,
R08382,14.5,42.0,8.5,0.1,298.15,
R08383,15.5,42.0,8.5,0.1,298.15,
R08384,-178.9,42.7,8.5,0.1,298.15,
R08385,-54.0,41.9,8.5,0.1,298.15,
R08386,,,8.5,0.1,298.15,uncertainty is too high
R08387,,,8.5,0.1,298.15,uncertainty is too high
R08388,,,8.5,0.1,298.15,uncertainty is too high
R08389,,,8.5,0.1,298.15,uncertainty is too high
R08390,-387.7,41.0,8.5,0.1,298.15,
R08391,,,8.5,0.1,298.15,uncertainty is too high
R08392,-400.9,40.8,8.5,0.1,298.15,
R08393,1764.1,18.5,8.5,0.1,298.15,
R08394,1705.9,19.0,8.5,0.1,298.15,
R08395,-267.5,35.6,8.5,0.1,298.15,
R08396,-32.3,18.6,8.5,0.1,298.15,
R08397,1786.1,16.3,8.5,0.1,298.15,
R08398,1705.9,19.0,8.5,0.1,298.15,
R08399,1727.9,16.8,8.5,0.1,298.15,
R08400,-80.4,20.4,8.5,0.1,298.15,
R08401,,,8.5,0.1,298.15,uncertainty is too high
R08402,,,8.5,0.1,298.15,uncertainty is too high
R08403,,,8.5,0.1,298.15,uncertainty is too high
R08404,,,8.5,0.1,298.15,uncertainty is too high
R08405,,,8.5,0.1,298.15,uncertainty is too high
R08406,,,8.5,0.1,298.15,uncertainty is too high
R08407,,,8.5,0.1,298.15,uncertainty is too high
R08408,-123.3,16.9,8.5,0.1,298.15,
R08409,,,8.5,0.1,298.15,uncertainty is too high
R08410,,,8.5,0.1,298.15,uncertainty is too high
R08411,-182.3,5.3,8.5,0.1,298.15,
R08412,507.6,6.7,8.5,0.1,298.15,
R08413,513.1,7.6,8.5,0.1,298.15,
R08414,38.4,27.5,8.5,0.1,298.15,
R08415,,,8.5,0.1,298.15,uncertainty is too high
R08416,,,8.5,0.1,298.15,uncertainty is too high
R08417,,,8.5,0.1,298.15,uncertainty is too high
R08418,,,8.5,0.1,298.15,uncertainty is too high
R08419,,,8.5,0.1,298.15,uncertainty is too high
R08420,,,8.5,0.1,298.15,uncertainty is too high
R08421,,,8.5,0.1,298.15,uncertainty is too high
R08422,,,8.5,0.1,298.15,uncertainty is too high
R08423,,,8.5,0.1,298.15,uncertainty is too high
R08424,,,8.5,0.1,298.15,uncertainty is too high
R08425,,,8.5,0.1,298.15,uncertainty is too high
R08426,197.7,28.0,8.5,0.1,298.15,
R08427,,,8.5,0.1,298.15,uncertainty is too high
R08428,,,8.5,0.1,298.15,uncertainty is too high
R08429,,,8.5,0.1,298.15,uncertainty is too high
R08430,,,8.5,0.1,298.15,uncertainty is too high
R08431,,,8.5,0.1,298.15,uncertainty is too high
R08432,,,8.5,0.1,298.15,uncertainty is too high
R08433,,,8.5,0.1,298.15,uncertainty is too high
R08434,,,8.5,0.1,298.15,uncertainty is too high
R08435,-451.1,10.2,8.5,0.1,298.15,
R08436,189.5,27.4,8.5,0.1,298.15,
R08437,106.6,28.2,8.5,0.1,298.15,
R08438,,,8.5,0.1,298.15,uncertainty is too high
R08439,,,8.5,0.1,298.15,uncertainty is too high
R08440,,,8.5,0.1,298.15,uncertainty is too high
R08441,,,8.5,0.1,298.15,uncertainty is too high
R08442,,,8.5,0.1,298.15,uncertainty is too high
R08443,517.5,29.0,8.5,0.1,298.15,
R08444,114.4,22.9,8.5,0.1,298.15,
R08445,51.9,26.7,8.5,0.1,298.15,
R08446,,,8.5,0.1,298.15,uncertainty is too high
R08447,,,8.5,0.1,298.15,uncertainty is too high
R08448,,,8.5,0.1,298.15,uncertainty is too high
R08449,,,8.5,0.1,298.15,uncertainty is too high
R08450,,,8.5,0.1,298.15,uncertainty is too high
R08451,-9.6,78.1,8.5,0.1,298.15,
R08452,-134.7,77.3,8.5,0.1,298.15,
R08453,-70.8,77.2,8.5,0.1,298.15,
R08454,,,8.5,0.1,298.15,uncertainty is too high
R08455,,,8.5,0.1,298.15,uncertainty is too high
R08456,-98.2,46.9,8.5,0.1,298.15,
R08457,49.5,46.9,8.5,0.1,298.15,
R08458,,,8.5,0.1,298.15,uncertainty is too high
R08459,,,8.5,0.1,298.15,uncertainty is too high
R08460,,,8.5,0.1,298.15,uncertainty is too high
R08461,10.1,17.3,8.5,0.1,298.15,
R08462,,,8.5,0.1,298.15,uncertainty is too high
R08463,247.9,8.2,8.5,0.1,298.15,
R08464,66.0,11.3,8.5,0.1,298.15,
R08465,,,8.5,0.1,298.15,uncertainty is too high
R08466,66.0,11.3,8.5,0.1,298.15,
R08467,,,8.5,0.1,298.15,uncertainty is too high
R08468,,,8.5,0.1,298.15,uncertainty is too high
R08469,,,8.5,0.1,298.15,uncertainty is too high
R08470,20.7,54.7,8.5,0.1,298.15,
R08471,493.3,56.6,8.5,0.1,298.15,
R08472,403.8,58.9,8.5,0.1,298.15,
R08473,78.9,15.4,8.5,0.1,298.15,
R08474,361.1,30.1,8.5,0.1,298.15,
R08475,,,8.5,0.1,298.15,uncertainty is too high
R08476,,,8.5,0.1,298.15,uncertainty is too high
R08477,129.0,54.3,8.5,0.1,298.15,
R08478,1119.9,34.1,8.5,0.1,298.15,
R08479,,,8.5,0.1,298.15,uncertainty is too high
R08480,,,8.5,0.1,298.15,uncertainty is too high
R08481,,,8.5,0.1,298.15,uncertainty is too high
R08482,-19.1,24.6,8.5,0.1,298.15,
R08483,144.0,32.1,8.5,0.1,298.15,
R08484,59.0,33.6,8.5,0.1,298.15,
R08485,-176.2,39.6,8.5,0.1,298.15,
R08486,-13.1,51.8,8.5,0.1,298.15,
R08487,-82.3,72.7,8.5,0.1,298.15,
R08488,-289.9,108.2,8.5,0.1,298.15,
R08489,205.1,107.9,8.5,0.1,298.15,
R08490,,,8.5,0.1,298.15,uncertainty is too high
R08491,,,8.5,0.1,298.15,uncertainty is too high
R08492,,,8.5,0.1,298.15,uncertainty is too high
R08494,,,8.5,0.1,298.15,uncertainty is too high
R08495,,,8.5,0.1,298.15,uncertainty is too high
R08496,,,8.5,0.1,298.15,uncertainty is too high
R08497,,,8.5,0.1,298.15,uncertainty is too high
R08498,,,8.5,0.1,298.15,uncertainty is too high
R08499,31.0,17.5,8.5,0.1,298.15,
