!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol),!sigma[dG0] (kJ/mol),!pH,!I (mM),!T (Kelvin),!Note
R08369,,,7.5,0.1,298.15,uncertainty is too high
R08370,-182.3,28.8,7.5,0.1,298.15,
R08371,-1882.7,72.6,7.5,0.1,298.15,
R08372,,,7.5,0.1,298.15,uncertainty is too high
R08373,-291.6,30.9,7.5,0.1,298.15,
R08374,-30.1,25.9,7.5,0.1,298.15,
R08375,10.6,45.6,7.5,0.1,298.15,
R08376,,,7.5,0.1,298.15,uncertainty is too high
R08377,,,7.5,0.1,298.15,uncertainty is too high
R08378,,,7.5,0.1,298.15,uncertainty is too high
R08379,9.5,3.4,7.5,0.1,298.15,
R08380,30.3,43.4,7.5,0.1,298.15,
R08381,-5.6,42.3,7.5,0.1,298.15,
R08382,20.2,42.0,7.5,0.1,298.15,
R08383,21.2,42.0,7.5,0.1,298.15,
R08384,-173.2,42.7,7.5,0.1,298.15,
R08385,-42.6,41.9,7.5,0.1,298.15,
R08386,,,7.5,0.1,298.15,uncertainty is too high
R08387,,,7.5,0.1,298.15,uncertainty is too high
R08388,,,7.5,0.1,298.15,uncertainty is too high
R08389,,,7.5,0.1,298.15,uncertainty is too high
R08390,-393.4,41.0,7.5,0.1,298.15,
R08391,,,7.5,0.1,298.15,uncertainty is too high
R08392,-406.6,40.8,7.5,0.1,298.15,
R08393,1758.7,18.5,7.5,0.1,298.15,
R08394,1712.0,19.0,7.5,0.1,298.15,
R08395,-262.2,35.6,7.5,0.1,298.15,
R08396,-27.0,18.6,7.5,0.1,298.15,
R08397,1769.3,16.3,7.5,0.1,298.15,
R08398,1712.0,19.0,7.5,0.1,298.15,
R08399,1722.6,16.8,7.5,0.1,298.15,
R08400,-75.1,20.4,7.5,0.1,298.15,
R08401,,,7.5,0.1,298.15,uncertainty is too high
R08402,,,7.5,0.1,298.15,uncertainty is too high
R08403,,,7.5,0.1,298.15,uncertainty is too high
R08404,,,7.5,0.1,298.15,uncertainty is too high
R08405,,,7.5,0.1,298.15,uncertainty is too high
R08406,,,7.5,0.1,298.15,uncertainty is too high
R08407,,,7.5,0.1,298.15,uncertainty is too high
R08408,-117.3,16.9,7.5,0.1,298.15,
R08409,,,7.5,0.1,298.15,uncertainty is too high
R08410,,,7.5,0.1,298.15,uncertainty is too high
R08411,-159.8,5.3,7.5,0.1,298.15,
R08412,512.6,6.7,7.5,0.1,298.15,
R08413,472.7,7.6,7.5,0.1,298.15,
R08414,21.4,27.5,7.5,0.1,298.15,
R08415,,,7.5,0.1,298.15,uncertainty is too high
R08416,,,7.5,0.1,298.15,uncertainty is too high
R08417,,,7.5,0.1,298.15,uncertainty is too high
R08418,,,7.5,0.1,298.15,uncertainty is too high
R08419,,,7.5,0.1,298.15,uncertainty is too high
R08420,,,7.5,0.1,298.15,uncertainty is too high
R08421,,,7.5,0.1,298.15,uncertainty is too high
R08422,,,7.5,0.1,298.15,uncertainty is too high
R08423,,,7.5,0.1,298.15,uncertainty is too high
R08424,,,7.5,0.1,298.15,uncertainty is too high
R08425,,,7.5,0.1,298.15,uncertainty is too high
R08426,180.2,28.0,7.5,0.1,298.15,
R08427,,,7.5,0.1,298.15,uncertainty is too high
R08428,,,7.5,0.1,298.15,uncertainty is too high
R08429,,,7.5,0.1,298.15,uncertainty is too high
R08430,,,7.5,0.1,298.15,uncertainty is too high
R08431,,,7.5,0.1,298.15,uncertainty is too high
R08432,,,7.5,0.1,298.15,uncertainty is too high
R08433,,,7.5,0.1,298.15,uncertainty is too high
R08434,,,7.5,0.1,298.15,uncertainty is too high
R08435,-418.2,10.2,7.5,0.1,298.15,
R08436,185.6,27.4,7.5,0.1,298.15,
R08437,94.7,28.2,7.5,0.1,298.15,
R08438,,,7.5,0.1,298.15,uncertainty is too high
R08439,,,7.5,0.1,298.15,uncertainty is too high
R08440,,,7.5,0.1,298.15,uncertainty is too high
R08441,,,7.5,0.1,298.15,uncertainty is too high
R08442,,,7.5,0.1,298.15,uncertainty is too high
R08443,500.7,29.0,7.5,0.1,298.15,
R08444,79.9,22.9,7.5,0.1,298.15,
R08445,30.0,26.7,7.5,0.1,298.15,
R08446,,,7.5,0.1,298.15,uncertainty is too high
R08447,,,7.5,0.1,298.15,uncertainty is too high
R08448,,,7.5,0.1,298.15,uncertainty is too high
R08449,,,7.5,0.1,298.15,uncertainty is too high
R08450,,,7.5,0.1,298.15,uncertainty is too high
R08451,-9.5,78.1,7.5,0.1,298.15,
R08452,-123.1,77.3,7.5,0.1,298.15,
R08453,-76.8,77.2,7.5,0.1,298.15,
R08454,,,7.5,0.1,298.15,uncertainty is too high
R08455,,,7.5,0.1,298.15,uncertainty is too high
R08456,-109.5,46.9,7.5,0.1,298.15,
R08457,54.3,46.9,7.5,0.1,298.15,
R08458,,,7.5,0.1,298.15,uncertainty is too high
R08459,,,7.5,0.1,298.15,uncertainty is too high
R08460,,,7.5,0.1,298.15,uncertainty is too high
R08461,6.4,17.3,7.5,0.1,298.15,
R08462,,,7.5,0.1,298.15,uncertainty is too high
R08463,245.9,8.2,7.5,0.1,298.15,
R08464,50.8,11.3,7.5,0.1,298.15,
R08465,,,7.5,0.1,298.15,uncertainty is too high
R08466,50.8,11.3,7.5,0.1,298.15,
R08467,,,7.5,0.1,298.15,uncertainty is too high
R08468,,,7.5,0.1,298.15,uncertainty is too high
R08469,,,7.5,0.1,298.15,uncertainty is too high
R08470,-28.6,54.7,7.5,0.1,298.15,
R08471,444.0,56.6,7.5,0.1,298.15,
R08472,366.6,58.9,7.5,0.1,298.15,
R08473,73.0,15.4,7.5,0.1,298.15,
R08474,304.3,30.1,7.5,0.1,298.15,
R08475,,,7.5,0.1,298.15,uncertainty is too high
R08476,,,7.5,0.1,298.15,uncertainty is too high
R08477,136.9,54.3,7.5,0.1,298.15,
R08478,1127.4,34.1,7.5,0.1,298.15,
R08479,,,7.5,0.1,298.15,uncertainty is too high
R08480,,,7.5,0.1,298.15,uncertainty is too high
R08481,,,7.5,0.1,298.15,uncertainty is too high
R08482,-2.2,24.6,7.5,0.1,298.15,
R08483,132.9,32.1,7.5,0.1,298.15,
R08484,50.5,33.6,7.5,0.1,298.15,
R08485,-162.2,39.6,7.5,0.1,298.15,
R08486,-27.0,51.8,7.5,0.1,298.15,
R08487,-54.2,72.7,7.5,0.1,298.15,
R08488,-277.6,108.2,7.5,0.1,298.15,
R08489,204.3,107.9,7.5,0.1,298.15,
R08490,,,7.5,0.1,298.15,uncertainty is too high
R08491,,,7.5,0.1,298.15,uncertainty is too high
R08492,,,7.5,0.1,298.15,uncertainty is too high
R08494,,,7.5,0.1,298.15,uncertainty is too high
R08495,,,7.5,0.1,298.15,uncertainty is too high
R08496,,,7.5,0.1,298.15,uncertainty is too high
R08497,,,7.5,0.1,298.15,uncertainty is too high
R08498,,,7.5,0.1,298.15,uncertainty is too high
R08499,42.4,17.5,7.5,0.1,298.15,
R08500,,,7.5,0.1,298.15,uncertainty is too high
R08501,,,7.5,0.1,298.15,uncertainty is too high
R08502,-94.5,21.0,7.5,0.1,298.15,
R08503,-2.5,4.4,7.5,0.1,298.15,
R08505,,,7.5,0.1,298.15,uncertainty is too high
R08506,,,7.5,0.1,298.15,uncertainty is too high
R08507,,,7.5,0.1,298.15,uncertainty is too high
R08508,,,7.5,0.1,298.15,uncertainty is too high
R08509,469.0,20.3,7.5,0.1,298.15,
R08510,-21.9,37.0,7.5,0.1,298.15,
R08511,,,7.5,0.1,298.15,uncertainty is too high
R08512,,,7.5,0.1,298.15,uncertainty is too high
R08513,118.0,26.9,7.5,0.1,298.15,
R08514,,,7.5,0.1,298.15,uncertainty is too high
R08515,5.2,2.6,7.5,0.1,298.15,
R08516,,,7.5,0.1,298.15,uncertainty is too high
R08517,,,7.5,0.1,298.15,uncertainty is too high
R08518,,,7.5,0.1,298.15,uncertainty is too high
R08519,,,7.5,0.1,298.15,uncertainty is too high
R08520,,,7.5,0.1,298.15,uncertainty is too high
R08521,,,7.5,0.1,298.15,uncertainty is too high
R08522,,,7.5,0.1,298.15,uncertainty is too high
R08523,,,7.5,0.1,298.15,uncertainty is too high
R08524,,,7.5,0.1,298.15,uncertainty is too high
R08525,,,7.5,0.1,298.15,uncertainty is too high
R08527,-360.7,8.5,7.5,0.1,298.15,
R08528,-75.1,20.4,7.5,0.1,298.15,
R08529,,,7.5,0.1,298.15,uncertainty is too high
R08530,5.3,32.6,7.5,0.1,298.15,
R08531,5.3,32.6,7.5,0.1,298.15,
R08532,,,7.5,0.1,298.15,uncertainty is too high
R08533,-60.1,9.1,7.5,0.1,298.15,
R08534,1.0,13.9,7.5,0.1,298.15,
R08535,,,7.5,0.1,298.15,uncertainty is too high
R08536,11.2,5.1,7.5,0.1,298.15,
R08537,,,7.5,0.1,298.15,uncertainty is too high
R08538,,,7.5,0.1,298.15,uncertainty is too high
R08539,,,7.5,0.1,298.15,uncertainty is too high
R08540,-268.7,29.8,7.5,0.1,298.15,
R08541,-317.0,41.4,7.5,0.1,298.15,
R08542,,,7.5,0.1,298.15,uncertainty is too high
R08543,,,7.5,0.1,298.15,uncertainty is too high
R08544,-20.7,4.8,7.5,0.1,298.15,
R08545,-335.0,31.8,7.5,0.1,298.15,
R08546,,,7.5,0.1,298.15,uncertainty is too high
R08547,,,7.5,0.1,298.15,uncertainty is too high
R08548,-10.5,2.6,7.5,0.1,298.15,
R08549,-27.2,7.7,7.5,0.1,298.15,
R08550,,,7.5,0.1,298.15,uncertainty is too high
R08551,,,7.5,0.1,298.15,uncertainty is too high
R08553,34.0,9.4,7.5,0.1,298.15,
R08555,-5.9,10.8,7.5,0.1,298.15,
R08557,16.3,2.4,7.5,0.1,298.15,
R08558,17.3,2.4,7.5,0.1,298.15,
R08559,,,7.5,0.1,298.15,uncertainty is too high
R08560,,,7.5,0.1,298.15,uncertainty is too high
R08561,,,7.5,0.1,298.15,uncertainty is too high
R08562,,,7.5,0.1,298.15,uncertainty is too high
R08563,,,7.5,0.1,298.15,uncertainty is too high
R08564,,,7.5,0.1,298.15,uncertainty is too high
R08566,-5.0,14.2,7.5,0.1,298.15,
R08567,-5.8,14.3,7.5,0.1,298.15,
R08568,-18.5,10.3,7.5,0.1,298.15,
R08569,-51.8,15.8,7.5,0.1,298.15,
R08570,18.3,5.8,7.5,0.1,298.15,
R08571,-79.1,6.6,7.5,0.1,298.15,
R08572,-9.3,1.4,7.5,0.1,298.15,
R08573,18.2,4.5,7.5,0.1,298.15,
R08574,2.6,34.2,7.5,0.1,298.15,
R08575,-0.7,2.8,7.5,0.1,298.15,
R08576,,,7.5,0.1,298.15,uncertainty is too high
R08577,,,7.5,0.1,298.15,uncertainty is too high
R08578,,,7.5,0.1,298.15,uncertainty is too high
R08579,,,7.5,0.1,298.15,uncertainty is too high
R08583,-27.4,4.3,7.5,0.1,298.15,
R08584,,,7.5,0.1,298.15,uncertainty is too high
R08585,,,7.5,0.1,298.15,uncertainty is too high
R08586,641.1,16.2,7.5,0.1,298.15,
R08587,-13.9,15.0,7.5,0.1,298.15,
R08588,,,7.5,0.1,298.15,uncertainty is too high
R08589,,,7.5,0.1,298.15,uncertainty is too high
R08590,,,7.5,0.1,298.15,uncertainty is too high
R08591,3.6,28.3,7.5,0.1,298.15,
R08593,-0.0,25.2,7.5,0.1,298.15,
R08594,300.6,24.4,7.5,0.1,298.15,
R08595,257.3,28.1,7.5,0.1,298.15,
R08596,1352.7,33.4,7.5,0.1,298.15,
R08597,0.0,25.2,7.5,0.1,298.15,
R08598,67.1,26.6,7.5,0.1,298.15,
R08600,-40.9,11.7,7.5,0.1,298.15,
R08601,-33.4,11.1,7.5,0.1,298.15,
R08602,,,7.5,0.1,298.15,uncertainty is too high
R08603,,,7.5,0.1,298.15,uncertainty is too high
R08604,,,7.5,0.1,298.15,uncertainty is too high
R08605,,,7.5,0.1,298.15,uncertainty is too high
R08606,,,7.5,0.1,298.15,uncertainty is too high
R08607,,,7.5,0.1,298.15,uncertainty is too high
R08608,,,7.5,0.1,298.15,uncertainty is too high
R08609,-295.1,9.5,7.5,0.1,298.15,
R08610,-488.6,16.1,7.5,0.1,298.15,
R08611,-551.5,16.2,7.5,0.1,298.15,
R08612,-242.9,2.7,7.5,0.1,298.15,
R08613,,,7.5,0.1,298.15,uncertainty is too high
R08614,-240.9,2.3,7.5,0.1,298.15,
R08615,-27.4,4.9,7.5,0.1,298.15,
R08616,8.6,6.4,7.5,0.1,298.15,
R08617,-121.6,15.0,7.5,0.1,298.15,
R08618,,,7.5,0.1,298.15,uncertainty is too high
R08619,-28.1,16.4,7.5,0.1,298.15,
R08620,6.4,16.4,7.5,0.1,298.15,
R08621,-65.1,17.3,7.5,0.1,298.15,
R08622,,,7.5,0.1,298.15,uncertainty is too high
R08623,-28.1,16.6,7.5,0.1,298.15,
R08624,6.4,16.6,7.5,0.1,298.15,
R08625,-65.1,17.6,7.5,0.1,298.15,
R08626,,,7.5,0.1,298.15,uncertainty is too high
R08627,-28.1,17.0,7.5,0.1,298.15,
R08628,6.4,17.0,7.5,0.1,298.15,
R08629,-65.1,18.0,7.5,0.1,298.15,
R08630,,,7.5,0.1,298.15,uncertainty is too high
R08631,-28.1,17.4,7.5,0.1,298.15,
R08632,35.6,10.9,7.5,0.1,298.15,
R08633,28.6,10.2,7.5,0.1,298.15,
R08634,6.4,17.5,7.5,0.1,298.15,
R08635,23.5,5.6,7.5,0.1,298.15,
R08636,-65.1,18.5,7.5,0.1,298.15,
R08637,-33.5,8.0,7.5,0.1,298.15,
R08638,,,7.5,0.1,298.15,uncertainty is too high
R08639,-7.4,1.5,7.5,0.1,298.15,
R08640,-28.1,18.0,7.5,0.1,298.15,
R08641,6.4,18.1,7.5,0.1,298.15,
R08642,-65.1,19.1,7.5,0.1,298.15,
R08643,,,7.5,0.1,298.15,uncertainty is too high
R08644,-28.1,18.7,7.5,0.1,298.15,
R08645,6.4,18.7,7.5,0.1,298.15,
R08646,-65.1,19.8,7.5,0.1,298.15,
R08647,,,7.5,0.1,298.15,uncertainty is too high
R08648,-19.0,9.7,7.5,0.1,298.15,
R08650,-269.4,12.4,7.5,0.1,298.15,
R08651,18.6,2.9,7.5,0.1,298.15,
R08652,,,7.5,0.1,298.15,uncertainty is too high
R08653,,,7.5,0.1,298.15,uncertainty is too high
R08654,,,7.5,0.1,298.15,uncertainty is too high
R08655,,,7.5,0.1,298.15,uncertainty is too high
R08656,,,7.5,0.1,298.15,uncertainty is too high
R08657,-58.4,6.1,7.5,0.1,298.15,
R08658,-18.2,4.6,7.5,0.1,298.15,
R08659,,,7.5,0.1,298.15,uncertainty is too high
R08660,,,7.5,0.1,298.15,uncertainty is too high
R08661,,,7.5,0.1,298.15,uncertainty is too high
R08662,,,7.5,0.1,298.15,uncertainty is too high
R08663,,,7.5,0.1,298.15,uncertainty is too high
R08664,,,7.5,0.1,298.15,uncertainty is too high
R08665,,,7.5,0.1,298.15,uncertainty is too high
R08666,,,7.5,0.1,298.15,uncertainty is too high
R08667,,,7.5,0.1,298.15,uncertainty is too high
R08668,,,7.5,0.1,298.15,uncertainty is too high
R08669,,,7.5,0.1,298.15,uncertainty is too high
R08670,,,7.5,0.1,298.15,uncertainty is too high
R08671,,,7.5,0.1,298.15,uncertainty is too high
R08672,,,7.5,0.1,298.15,uncertainty is too high
R08673,,,7.5,0.1,298.15,uncertainty is too high
R08674,,,7.5,0.1,298.15,uncertainty is too high
R08675,,,7.5,0.1,298.15,uncertainty is too high
R08676,-3.5,3.0,7.5,0.1,298.15,
R08677,30.7,10.2,7.5,0.1,298.15,
R08678,-381.8,23.5,7.5,0.1,298.15,
R08680,,,7.5,0.1,298.15,uncertainty is too high
R08681,,,7.5,0.1,298.15,uncertainty is too high
R08682,,,7.5,0.1,298.15,uncertainty is too high
R08683,,,7.5,0.1,298.15,uncertainty is too high
R08684,,,7.5,0.1,298.15,uncertainty is too high
R08685,,,7.5,0.1,298.15,uncertainty is too high
R08686,,,7.5,0.1,298.15,uncertainty is too high
R08687,,,7.5,0.1,298.15,uncertainty is too high
R08688,,,7.5,0.1,298.15,uncertainty is too high
R08689,,,7.5,0.1,298.15,uncertainty is too high
R08690,85.5,7.9,7.5,0.1,298.15,
R08691,,,7.5,0.1,298.15,uncertainty is too high
R08692,,,7.5,0.1,298.15,uncertainty is too high
R08693,,,7.5,0.1,298.15,uncertainty is too high
R08695,-25.5,26.9,7.5,0.1,298.15,
R08696,-27.0,28.3,7.5,0.1,298.15,
R08697,-27.0,27.9,7.5,0.1,298.15,
R08698,-24.7,3.5,7.5,0.1,298.15,
R08699,,,7.5,0.1,298.15,uncertainty is too high
R08700,,,7.5,0.1,298.15,uncertainty is too high
R08701,,,7.5,0.1,298.15,uncertainty is too high
R08702,,,7.5,0.1,298.15,uncertainty is too high
R08704,0.0,21.8,7.5,0.1,298.15,
R08705,-4.5,20.6,7.5,0.1,298.15,
R08706,0.0,22.4,7.5,0.1,298.15,
R08707,,,7.5,0.1,298.15,uncertainty is too high
R08708,0.0,22.0,7.5,0.1,298.15,
R08709,-3.5,21.0,7.5,0.1,298.15,
R08710,-4.5,21.0,7.5,0.1,298.15,
R08711,-4.5,21.0,7.5,0.1,298.15,
R08712,,,7.5,0.1,298.15,uncertainty is too high
R08713,,,7.5,0.1,298.15,uncertainty is too high
R08714,2.5,8.8,7.5,0.1,298.15,
R08716,,,7.5,0.1,298.15,uncertainty is too high
R08721,,,7.5,0.1,298.15,uncertainty is too high
R08723,,,7.5,0.1,298.15,uncertainty is too high
R08724,,,7.5,0.1,298.15,uncertainty is too high
R08725,,,7.5,0.1,298.15,uncertainty is too high
R08726,,,7.5,0.1,298.15,uncertainty is too high
R08727,,,7.5,0.1,298.15,uncertainty is too high
R08728,,,7.5,0.1,298.15,uncertainty is too high
R08733,,,7.5,0.1,298.15,uncertainty is too high
R08734,,,7.5,0.1,298.15,uncertainty is too high
R08735,,,7.5,0.1,298.15,uncertainty is too high
R08738,,,7.5,0.1,298.15,uncertainty is too high
R08739,,,7.5,0.1,298.15,uncertainty is too high
R08740,,,7.5,0.1,298.15,uncertainty is too high
R08743,,,7.5,0.1,298.15,uncertainty is too high
R08744,,,7.5,0.1,298.15,uncertainty is too high
R08745,,,7.5,0.1,298.15,uncertainty is too high
R08746,0.0,29.1,7.5,0.1,298.15,
R08747,-75.1,87.1,7.5,0.1,298.15,
R08748,-75.1,39.2,7.5,0.1,298.15,
R08749,-75.1,48.7,7.5,0.1,298.15,
R08750,-75.1,58.3,7.5,0.1,298.15,
R08751,-75.1,67.9,7.5,0.1,298.15,
R08752,-75.1,77.5,7.5,0.1,298.15,
R08753,-75.1,87.1,7.5,0.1,298.15,
R08754,-57.4,36.2,7.5,0.1,298.15,
R08755,-57.4,32.4,7.5,0.1,298.15,
R08756,-57.4,29.6,7.5,0.1,298.15,
R08757,,,7.5,0.1,298.15,uncertainty is too high
R08758,,,7.5,0.1,298.15,uncertainty is too high
R08759,,,7.5,0.1,298.15,uncertainty is too high
R08760,,,7.5,0.1,298.15,uncertainty is too high
R08761,,,7.5,0.1,298.15,uncertainty is too high
R08762,,,7.5,0.1,298.15,uncertainty is too high
R08763,,,7.5,0.1,298.15,uncertainty is too high
R08764,-447.8,13.4,7.5,0.1,298.15,
R08765,,,7.5,0.1,298.15,uncertainty is too high
R08766,0.6,11.0,7.5,0.1,298.15,
R08767,-16.7,33.7,7.5,0.1,298.15,
R08768,-440.5,25.3,7.5,0.1,298.15,
R08769,,,7.5,0.1,298.15,uncertainty is too high
R08770,-220.6,25.7,7.5,0.1,298.15,
R08771,,,7.5,0.1,298.15,uncertainty is too high
R08772,-8.2,28.0,7.5,0.1,298.15,
R08773,-374.9,29.8,7.5,0.1,298.15,
R08774,,,7.5,0.1,298.15,uncertainty is too high
R08775,,,7.5,0.1,298.15,uncertainty is too high
R08776,,,7.5,0.1,298.15,uncertainty is too high
R08777,,,7.5,0.1,298.15,uncertainty is too high
R08778,,,7.5,0.1,298.15,uncertainty is too high
R08779,,,7.5,0.1,298.15,uncertainty is too high
R08780,,,7.5,0.1,298.15,uncertainty is too high
R08781,,,7.5,0.1,298.15,uncertainty is too high
R08782,-92.4,90.5,7.5,0.1,298.15,
R08783,,,7.5,0.1,298.15,uncertainty is too high
R08784,,,7.5,0.1,298.15,uncertainty is too high
R08785,,,7.5,0.1,298.15,uncertainty is too high
R08786,-531.3,36.0,7.5,0.1,298.15,
R08787,,,7.5,0.1,298.15,uncertainty is too high
R08788,,,7.5,0.1,298.15,uncertainty is too high
R08789,,,7.5,0.1,298.15,uncertainty is too high
R08790,,,7.5,0.1,298.15,uncertainty is too high
R08791,,,7.5,0.1,298.15,uncertainty is too high
R08792,,,7.5,0.1,298.15,uncertainty is too high
R08794,,,7.5,0.1,298.15,uncertainty is too high
R08795,,,7.5,0.1,298.15,uncertainty is too high
R08796,0.6,69.6,7.5,0.1,298.15,
R08797,0.4,69.8,7.5,0.1,298.15,
R08798,58.1,20.7,7.5,0.1,298.15,
R08799,58.1,26.0,7.5,0.1,298.15,
R08800,58.1,20.6,7.5,0.1,298.15,
R08801,-204.2,30.3,7.5,0.1,298.15,
R08802,-204.2,18.1,7.5,0.1,298.15,
R08803,,,7.5,0.1,298.15,uncertainty is too high
R08804,,,7.5,0.1,298.15,uncertainty is too high
R08805,17.2,36.8,7.5,0.1,298.15,
R08806,17.5,39.2,7.5,0.1,298.15,
R08807,-14.4,73.0,7.5,0.1,298.15,
R08808,-14.5,74.1,7.5,0.1,298.15,
R08809,-14.8,74.1,7.5,0.1,298.15,
R08810,-15.0,77.7,7.5,0.1,298.15,
R08811,-109.4,29.5,7.5,0.1,298.15,
R08812,-109.5,34.7,7.5,0.1,298.15,
R08813,-63.1,43.6,7.5,0.1,298.15,
R08814,-63.1,55.7,7.5,0.1,298.15,
R08815,-440.8,35.5,7.5,0.1,298.15,
R08816,-63.1,33.4,7.5,0.1,298.15,
R08817,-16.0,33.2,7.5,0.1,298.15,
R08818,50.7,48.4,7.5,0.1,298.15,
R08819,-0.7,61.5,7.5,0.1,298.15,
R08820,51.1,46.7,7.5,0.1,298.15,
R08821,50.4,45.5,7.5,0.1,298.15,
R08822,-62.4,44.1,7.5,0.1,298.15,
R08823,-8.2,58.6,7.5,0.1,298.15,
R08824,-16.3,45.8,7.5,0.1,298.15,
R08825,,,7.5,0.1,298.15,uncertainty is too high
R08826,,,7.5,0.1,298.15,uncertainty is too high
R08827,,,7.5,0.1,298.15,uncertainty is too high
R08828,,,7.5,0.1,298.15,uncertainty is too high
R08829,,,7.5,0.1,298.15,uncertainty is too high
R08830,-62.2,44.1,7.5,0.1,298.15,
R08831,,,7.5,0.1,298.15,uncertainty is too high
R08832,-383.8,21.0,7.5,0.1,298.15,
R08833,-47.1,26.8,7.5,0.1,298.15,
R08834,51.2,45.1,7.5,0.1,298.15,
R08835,,,7.5,0.1,298.15,uncertainty is too high
R08836,-254.1,12.5,7.5,0.1,298.15,
R08837,-153.9,18.6,7.5,0.1,298.15,
R08838,-440.5,10.7,7.5,0.1,298.15,
R08839,1.0,19.5,7.5,0.1,298.15,
R08840,,,7.5,0.1,298.15,uncertainty is too high
R08841,,,7.5,0.1,298.15,uncertainty is too high
R08842,,,7.5,0.1,298.15,uncertainty is too high
R08843,-63.5,36.0,7.5,0.1,298.15,
R08844,-2.5,37.2,7.5,0.1,298.15,
R08845,,,7.5,0.1,298.15,uncertainty is too high
R08846,-49.9,16.6,7.5,0.1,298.15,
R08847,-159.2,16.6,7.5,0.1,298.15,
R08848,-20.9,22.4,7.5,0.1,298.15,
R08849,,,7.5,0.1,298.15,uncertainty is too high
R08850,0.1,48.2,7.5,0.1,298.15,
R08851,,,7.5,0.1,298.15,uncertainty is too high
R08852,,,7.5,0.1,298.15,uncertainty is too high
R08853,,,7.5,0.1,298.15,uncertainty is too high
R08854,,,7.5,0.1,298.15,uncertainty is too high
R08855,-25.3,136.5,7.5,0.1,298.15,
R08856,4.2,106.1,7.5,0.1,298.15,
R08857,-16.9,119.4,7.5,0.1,298.15,
R08858,-9.7,112.5,7.5,0.1,298.15,
R08859,,,7.5,0.1,298.15,uncertainty is too high
R08860,,,7.5,0.1,298.15,uncertainty is too high
R08861,-22.4,3.5,7.5,0.1,298.15,
R08862,,,7.5,0.1,298.15,uncertainty is too high
R08863,-34.0,27.9,7.5,0.1,298.15,
R08864,-94.6,27.4,7.5,0.1,298.15,
R08865,,,7.5,0.1,298.15,uncertainty is too high
R08866,,,7.5,0.1,298.15,uncertainty is too high
R08867,,,7.5,0.1,298.15,uncertainty is too high
R08868,,,7.5,0.1,298.15,uncertainty is too high
R08869,,,7.5,0.1,298.15,uncertainty is too high
R08870,,,7.5,0.1,298.15,uncertainty is too high
R08871,,,7.5,0.1,298.15,uncertainty is too high
R08872,,,7.5,0.1,298.15,uncertainty is too high
R08873,,,7.5,0.1,298.15,uncertainty is too high
R08874,,,7.5,0.1,298.15,uncertainty is too high
R08875,,,7.5,0.1,298.15,uncertainty is too high
R08876,,,7.5,0.1,298.15,uncertainty is too high
R08877,,,7.5,0.1,298.15,uncertainty is too high
R08878,28.9,4.1,7.5,0.1,298.15,
R08879,23.8,5.9,7.5,0.1,298.15,
R08880,13.6,5.9,7.5,0.1,298.15,
R08881,91.4,15.0,7.5,0.1,298.15,
R08882,,,7.5,0.1,298.15,uncertainty is too high
R08883,891.9,14.0,7.5,0.1,298.15,
R08884,612.7,11.6,7.5,0.1,298.15,
R08885,985.7,14.1,7.5,0.1,298.15,
R08886,985.7,14.1,7.5,0.1,298.15,
R08887,,,7.5,0.1,298.15,uncertainty is too high
R08888,,,7.5,0.1,298.15,uncertainty is too high
R08889,-366.1,58.8,7.5,0.1,298.15,
R08890,11.4,30.2,7.5,0.1,298.15,
R08891,9.6,31.3,7.5,0.1,298.15,
R08892,3.4,30.2,7.5,0.1,298.15,
R08893,,,7.5,0.1,298.15,uncertainty is too high
R08894,-16.2,32.7,7.5,0.1,298.15,
R08895,-11.9,35.7,7.5,0.1,298.15,
R08896,-110.7,36.6,7.5,0.1,298.15,
R08897,-15.8,37.3,7.5,0.1,298.15,
R08898,-16.5,39.0,7.5,0.1,298.15,
R08899,-22.9,39.5,7.5,0.1,298.15,
R08900,-16.4,40.9,7.5,0.1,298.15,
R08901,-14.3,45.9,7.5,0.1,298.15,
R08902,-110.4,46.6,7.5,0.1,298.15,
R08903,-18.7,47.6,7.5,0.1,298.15,
R08904,0.0,48.9,7.5,0.1,298.15,
R08905,,,7.5,0.1,298.15,uncertainty is too high
R08906,,,7.5,0.1,298.15,uncertainty is too high
R08907,,,7.5,0.1,298.15,uncertainty is too high
R08908,,,7.5,0.1,298.15,uncertainty is too high
R08909,,,7.5,0.1,298.15,uncertainty is too high
R08910,-28.3,46.5,7.5,0.1,298.15,
R08911,0.0,42.8,7.5,0.1,298.15,
R08912,,,7.5,0.1,298.15,uncertainty is too high
R08913,,,7.5,0.1,298.15,uncertainty is too high
R08914,,,7.5,0.1,298.15,uncertainty is too high
R08915,,,7.5,0.1,298.15,uncertainty is too high
R08916,,,7.5,0.1,298.15,uncertainty is too high
R08917,,,7.5,0.1,298.15,uncertainty is too high
R08918,3.5,32.3,7.5,0.1,298.15,
R08919,3.5,32.0,7.5,0.1,298.15,
R08920,-399.0,18.2,7.5,0.1,298.15,
R08921,,,7.5,0.1,298.15,uncertainty is too high
R08922,-440.6,53.4,7.5,0.1,298.15,
R08923,,,7.5,0.1,298.15,uncertainty is too high
R08924,-8.7,30.8,7.5,0.1,298.15,
R08925,-357.8,22.7,7.5,0.1,298.15,
R08926,-15.3,4.8,7.5,0.1,298.15,
R08927,67.1,26.6,7.5,0.1,298.15,
